node,networkEfficiency_before,ClusteringCoefficient_before,networkEfficiency_after,ClusteringCoefficient_after,connectivity_after,efficiency_change,clustering_change,efficiency_change_percentile,clustering_change_percentile,connectivity_after_percentile
US6432925-B1,0.197230574499739,0.2848666736292494,0.1975292204637241,0.2865433484062777,0.99438202247191,-0.0002986459639851,-0.0016766747770282,0.12172284644194757,0.06928838951310862,0.06367041198501873
US7785603-B2,0.197230574499739,0.2848666736292494,0.1971888838153536,0.2845441410154646,0.99812734082397,4.1690684385392585e-05,0.0003225326137848,0.5898876404494382,0.6591760299625468,0.5814606741573034
US7384774-B2,0.197230574499739,0.2848666736292494,0.1970593105159299,0.2844233787166749,0.99812734082397,0.000171263983809,0.0004432949125745,0.7902621722846442,0.6872659176029963,0.5814606741573034
US7659103-B2,0.197230574499739,0.2848666736292494,0.197527451182302,0.2854011326792105,0.99812734082397,-0.000296876682563,-0.000534459049961,0.12359550561797752,0.4288389513108614,0.5814606741573034
US7939318-B2,0.197230574499739,0.2848666736292494,0.1988107383842164,0.2863215308914651,0.9831460674157304,-0.0015801638844774,-0.0014548572622156,0.011235955056179775,0.08614232209737828,0.0149812734082397
US6544785-B1,0.197230574499739,0.2848666736292494,0.1961932094057179,0.2841255916772573,0.99812734082397,0.001037365094021,0.0007410819519921,0.9700374531835206,0.7696629213483146,0.5814606741573034
US7537768-B2,0.197230574499739,0.2848666736292494,0.1969878418929247,0.2873845151503977,0.99812734082397,0.0002427326068142,-0.0025178415211483,0.8370786516853933,0.028089887640449437,0.5814606741573034
US5869253-A,0.197230574499739,0.2848666736292494,0.1975371914267754,0.2841503509406239,0.99812734082397,-0.0003066169270364,0.0007163226886255,0.1104868913857678,0.7602996254681648,0.5814606741573034
WO2003028656-A3,0.197230574499739,0.2848666736292494,0.1956938596543676,0.2860316299897257,0.99625468164794,0.0015367148453713,-0.0011649563604763,0.9831460674157303,0.10861423220973783,0.11797752808988764
US11376335-B2,0.197230574499739,0.2848666736292494,0.1971984115375728,0.2850074998681486,0.99812734082397,3.21629621661268e-05,-0.0001408262388992,0.5617977528089888,0.5514981273408239,0.5814606741573034
US6228423-B1,0.197230574499739,0.2848666736292494,0.1973767155165381,0.2854011326792105,0.99812734082397,-0.0001461410167991,-0.000534459049961,0.26217228464419473,0.4288389513108614,0.5814606741573034
CN110167587-A,0.197230574499739,0.2848666736292494,0.1974719134490227,0.2854011326792105,0.99812734082397,-0.0002413389492837,-0.000534459049961,0.1647940074906367,0.4288389513108614,0.5814606741573034
EP3473267-A1,0.197230574499739,0.2848666736292494,0.1973958514837757,0.2854011326792105,0.99812734082397,-0.0001652769840367,-0.000534459049961,0.23595505617977527,0.4288389513108614,0.5814606741573034
US9474798-B2,0.197230574499739,0.2848666736292494,0.1972170847629494,0.28344351012937,0.99812734082397,1.34897367895237e-05,0.0014231634998794,0.5449438202247191,0.8632958801498127,0.5814606741573034
US7588768-B2,0.197230574499739,0.2848666736292494,0.1964170701432689,0.2821336286226103,0.99812734082397,0.00081350435647,0.0027330450066391,0.9569288389513109,0.9700374531835206,0.5814606741573034
US8513403-B2,0.197230574499739,0.2848666736292494,0.1976444840138541,0.2859376009737203,0.99625468164794,-0.0004139095141151,-0.0010709273444708,0.06554307116104868,0.13202247191011235,0.11797752808988764
US9476033-B2,0.197230574499739,0.2848666736292494,0.1971814106380302,0.2854140959633359,0.99812734082397,4.916386170872311e-05,-0.0005474223340864,0.6067415730337079,0.35674157303370785,0.5814606741573034
US9439968-B2,0.197230574499739,0.2848666736292494,0.1972262635008451,0.2851524653573724,0.99812734082397,4.310998893836127e-06,-0.0002857917281229,0.5131086142322098,0.5280898876404494,0.5814606741573034
EP1832603-A2,0.197230574499739,0.2848666736292494,0.1972463210763767,0.285503469366913,0.99812734082397,-1.5746576637776233e-05,-0.0006367957376636,0.4550561797752809,0.27808988764044945,0.5814606741573034
US9024001-B2,0.197230574499739,0.2848666736292494,0.1973751160996553,0.2857584988902352,0.99812734082397,-0.0001445415999163,-0.0008918252609857,0.26591760299625467,0.16385767790262173,0.5814606741573034
US7341729-B2,0.197230574499739,0.2848666736292494,0.197220273653695,0.2828615990421159,0.99812734082397,1.0300846043975742e-05,0.0020050745871335,0.5393258426966292,0.9213483146067416,0.5814606741573034
WO2014108515-A1,0.197230574499739,0.2848666736292494,0.1955542120001931,0.2853714443606788,0.99812734082397,0.0016763624995458,-0.0005047707314293,0.9887640449438202,0.48314606741573035,0.5814606741573034
US10307472-B2,0.197230574499739,0.2848666736292494,0.1971796981095152,0.2854120216695111,0.99812734082397,5.08763902237197e-05,-0.0005453480402616,0.6161048689138576,0.37640449438202245,0.5814606741573034
US10155031-B2,0.197230574499739,0.2848666736292494,0.1972815111445763,0.2856512890269278,0.99812734082397,-5.093664483732385e-05,-0.0007846153976783,0.3801498127340824,0.21161048689138576,0.5814606741573034
US7049428-B1,0.197230574499739,0.2848666736292494,0.1974483713736464,0.2860890626354331,0.99812734082397,-0.0002177968739074,-0.0012223890061836,0.1760299625468165,0.10299625468164794,0.5814606741573034
US7307066-B2,0.197230574499739,0.2848666736292494,0.1975338998958845,0.2855262108530692,0.99812734082397,-0.0003033253961455,-0.0006595372238197,0.11423220973782772,0.2556179775280899,0.5814606741573034
US7547442-B2,0.197230574499739,0.2848666736292494,0.1971065618973093,0.2854317877095536,0.99812734082397,0.0001240126024296,-0.0005651140803041,0.7265917602996255,0.33801498127340823,0.5814606741573034
US10119124-B2,0.197230574499739,0.2848666736292494,0.1969899532578704,0.2895702600055337,0.99812734082397,0.0002406212418685,-0.0047035863762842,0.8352059925093633,0.011235955056179775,0.5814606741573034
US10383937-B2,0.197230574499739,0.2848666736292494,0.196875355672404,0.2862296207623867,0.99812734082397,0.0003552188273349,-0.0013629471331372,0.8782771535580525,0.09176029962546817,0.5814606741573034
US7879339-B2,0.197230574499739,0.2848666736292494,0.1975115058811847,0.2842754291144825,0.99812734082397,-0.0002809313814457,0.0005912445147668,0.13108614232209737,0.7331460674157303,0.5814606741573034
US9567653-B2,0.197230574499739,0.2848666736292494,0.1968602549856553,0.2854808550096435,0.99812734082397,0.0003703195140836,-0.000614181380394,0.8913857677902621,0.30430711610486894,0.5814606741573034
WO2007024323-A3,0.197230574499739,0.2848666736292494,0.1971173559648329,0.2854139767079365,0.99812734082397,0.000113218534906,-0.0005473030786871,0.7088014981273408,0.36704119850187267,0.5814606741573034
US6630343-B1,0.197230574499739,0.2848666736292494,0.1973389351531854,0.2861882275401363,0.99625468164794,-0.0001083606534464,-0.0013215539108868,0.32771535580524347,0.09737827715355805,0.11797752808988764
US9872900-B2,0.197230574499739,0.2848666736292494,0.1966777742534763,0.2849425392420561,0.99812734082397,0.0005528002462626,-7.586561280664705e-05,0.9307116104868914,0.5692883895131086,0.5814606741573034
US7862829-B2,0.197230574499739,0.2848666736292494,0.1971977488000963,0.2834500387277692,0.99812734082397,3.282569964269122e-05,0.0014166349014801,0.5655430711610487,0.8614232209737828,0.5814606741573034
US7494808-B2,0.197230574499739,0.2848666736292494,0.197177416578012,0.2833146013243864,0.99812734082397,5.3157921726915136e-05,0.0015520723048629,0.6217228464419475,0.8801498127340824,0.5814606741573034
US9795668-B2,0.197230574499739,0.2848666736292494,0.1972603548653969,0.2856155524058253,0.99812734082397,-2.978036565789988e-05,-0.0007488787765759,0.4288389513108614,0.2247191011235955,0.5814606741573034
US8188263-B2,0.197230574499739,0.2848666736292494,0.1974754428098924,0.2854011326792105,0.99812734082397,-0.0002448683101534,-0.000534459049961,0.15917602996254682,0.4288389513108614,0.5814606741573034
US8969353-B2,0.197230574499739,0.2848666736292494,0.1972192102203642,0.2817813107667056,0.99812734082397,1.1364279374787012e-05,0.0030853628625437,0.5411985018726592,0.9812734082397003,0.5814606741573034
WO2013006842-A3,0.197230574499739,0.2848666736292494,0.1971173559648329,0.2854139767079365,0.99812734082397,0.000113218534906,-0.0005473030786871,0.7088014981273408,0.36704119850187267,0.5814606741573034
US10064935-B2,0.197230574499739,0.2848666736292494,0.1967682852853897,0.282507504999193,0.99812734082397,0.0004622892143492,0.0023591686300564,0.9176029962546817,0.9569288389513109,0.5814606741573034
WO2003051401-A3,0.197230574499739,0.2848666736292494,0.1972660588115923,0.284622572250597,0.99812734082397,-3.548431185337875e-05,0.0002441013786524,0.41198501872659177,0.6329588014981273,0.5814606741573034
US11458209-B2,0.197230574499739,0.2848666736292494,0.1971948848973324,0.2856713763293984,0.99812734082397,3.568960240651897e-05,-0.0008047027001489,0.5767790262172284,0.19194756554307116,0.5814606741573034
US8877448-B2,0.197230574499739,0.2848666736292494,0.1970499061419558,0.285189315927265,0.99812734082397,0.0001806683577831,-0.0003226422980155,0.795880149812734,0.5196629213483146,0.5814606741573034
WO2005003147-A3,0.197230574499739,0.2848666736292494,0.1975407180670159,0.2860265235485038,0.99812734082397,-0.0003101435672769,-0.0011598499192543,0.10299625468164794,0.11142322097378277,0.5814606741573034
US6169175-B1,0.197230574499739,0.2848666736292494,0.1972206114031898,0.2843537506080907,0.99812734082397,9.963096549159278e-06,0.0005129230211586,0.5327715355805244,0.7088014981273408,0.5814606741573034
US10568972-B2,0.197230574499739,0.2848666736292494,0.1972361075598364,0.2859952540050391,0.99812734082397,-5.5330600974845545e-06,-0.0011285803757897,0.49063670411985016,0.11797752808988764,0.5814606741573034
US7132106-B2,0.197230574499739,0.2848666736292494,0.1972491041627485,0.2846445357218631,0.99812734082397,-1.852966300952552e-05,0.0002221379073863,0.45131086142322097,0.6273408239700374,0.5814606741573034
US7544362-B1,0.197230574499739,0.2848666736292494,0.1973919299021055,0.2855329114695258,0.99812734082397,-0.0001613554023665,-0.0006662378402764,0.24531835205992508,0.24906367041198502,0.5814606741573034
US9701944-B2,0.197230574499739,0.2848666736292494,0.1971354467602304,0.2832202353046259,0.99812734082397,9.512773950853814e-05,0.0016464383246235,0.6713483146067416,0.8941947565543071,0.5814606741573034
US10086013-B2,0.197230574499739,0.2848666736292494,0.1972274390475922,0.2847057575935915,0.99812734082397,3.135452146724172e-06,0.0001609160356579,0.5046816479400749,0.6161048689138576,0.5814606741573034
US9005629-B2,0.197230574499739,0.2848666736292494,0.1973698943311844,0.2854011326792105,0.99812734082397,-0.0001393198314454,-0.000534459049961,0.26779026217228463,0.4288389513108614,0.5814606741573034
US8481705-B2,0.197230574499739,0.2848666736292494,0.197262035176963,0.2845773525402334,0.99812734082397,-3.146067722403778e-05,0.000289321089016,0.42134831460674155,0.6385767790262172,0.5814606741573034
US10799463-B2,0.197230574499739,0.2848666736292494,0.1971140891153344,0.2841360633547563,0.99812734082397,0.0001164853844045,0.0007306102744931,0.7209737827715356,0.7668539325842697,0.5814606741573034
US10022435-B2,0.197230574499739,0.2848666736292494,0.1969646015529559,0.2857332468713244,0.99812734082397,0.000265972946783,-0.000866573242075,0.8558052434456929,0.16666666666666666,0.5814606741573034
US6827937-B2,0.197230574499739,0.2848666736292494,0.1973831968385265,0.2870271489393731,0.99812734082397,-0.0001526223387875,-0.0021604753101236,0.25842696629213485,0.04307116104868914,0.5814606741573034
US7425337-B2,0.197230574499739,0.2848666736292494,0.1971278317578704,0.2849024278969823,0.99812734082397,0.0001027427418685,-3.5754267732834855e-05,0.6760299625468165,0.5749063670411985,0.5814606741573034
WO2005113782-A1,0.197230574499739,0.2848666736292494,0.1963569565267494,0.2856512890269278,0.99812734082397,0.0008736179729895,-0.0007846153976783,0.9588014981273408,0.21161048689138576,0.5814606741573034
US8492132-B2,0.197230574499739,0.2848666736292494,0.1972549818964824,0.28362063779365,0.99812734082397,-2.440739674341996e-05,0.0012460358355994,0.4344569288389513,0.8333333333333334,0.5814606741573034
US10532067-B2,0.197230574499739,0.2848666736292494,0.1972238316888236,0.2830536833805416,0.99812734082397,6.742810915366659e-06,0.0018129902487077,0.5187265917602997,0.9157303370786517,0.5814606741573034
US11364292-B2,0.197230574499739,0.2848666736292494,0.196863941673277,0.2844187077685506,0.99812734082397,0.0003666328264619,0.0004479658606988,0.8876404494382022,0.6910112359550562,0.5814606741573034
US6426196-B1,0.197230574499739,0.2848666736292494,0.1973694431558936,0.2849951952872324,0.99625468164794,-0.0001388686561546,-0.0001285216579829,0.27153558052434457,0.5599250936329588,0.11797752808988764
US10967057-B2,0.197230574499739,0.2848666736292494,0.1971907963394837,0.2854887085886316,0.99812734082397,3.977816025527159e-05,-0.0006220349593821,0.5842696629213483,0.2902621722846442,0.5814606741573034
US9186325-B2,0.197230574499739,0.2848666736292494,0.1972069931854073,0.2841994887946398,0.99812734082397,2.3581314331638792e-05,0.0006671848346095,0.5561797752808989,0.7434456928838952,0.5814606741573034
US6713066-B1,0.197230574499739,0.2848666736292494,0.1973459940135142,0.2856512890269279,0.99812734082397,-0.0001154195137752,-0.0007846153976784,0.30711610486891383,0.20224719101123595,0.5814606741573034
US5877159-A,0.197230574499739,0.2848666736292494,0.1982052561699718,0.2880541346043557,0.9775280898876404,-0.0009746816702328,-0.0031874609751063,0.0299625468164794,0.018726591760299626,0.010299625468164793
US6800288-B2,0.197230574499739,0.2848666736292494,0.1948456122380997,0.2859943064431159,0.99812734082397,0.0023849622616392,-0.0011276328138665,0.9925093632958801,0.1198501872659176,0.5814606741573034
EP1392341-B1,0.197230574499739,0.2848666736292494,0.1966484355152072,0.2857182951914949,0.99812734082397,0.0005821389845317,-0.0008516215622454,0.9382022471910112,0.1704119850187266,0.5814606741573034
EP1800697-A2,0.197230574499739,0.2848666736292494,0.1972463210763769,0.285503469366913,0.99812734082397,-1.5746576637970522e-05,-0.0006367957376636,0.45318352059925093,0.27808988764044945,0.5814606741573034
US9914937-B2,0.197230574499739,0.2848666736292494,0.1971354467602304,0.2832202353046259,0.99812734082397,9.512773950853814e-05,0.0016464383246235,0.6713483146067416,0.8941947565543071,0.5814606741573034
US10442756-B2,0.197230574499739,0.2848666736292494,0.1970755596801425,0.2854512793041185,0.99812734082397,0.0001550148195964,-0.0005846056748691,0.7687265917602997,0.32303370786516855,0.5814606741573034
US7429572-B2,0.197230574499739,0.2848666736292494,0.1974751402524228,0.2815862483765213,0.99812734082397,-0.0002445657526838,0.0032804252527281,0.16104868913857678,0.9831460674157303,0.5814606741573034
US10912826-B2,0.197230574499739,0.2848666736292494,0.1971733501570827,0.2834053880990325,0.99812734082397,5.722434265623133e-05,0.0014612855302169,0.6235955056179775,0.8707865168539326,0.5814606741573034
US11241493-B2,0.197230574499739,0.2848666736292494,0.197848436580676,0.2872681831157594,0.99250936329588,-0.000617862080937,-0.00240150948651,0.04119850187265917,0.03277153558052434,0.04588014981273408
CN104302316-A,0.197230574499739,0.2848666736292494,0.1973931054488523,0.2855220873967881,0.99812734082397,-0.0001625309491133,-0.0006554137675386,0.24344569288389514,0.2640449438202247,0.5814606741573034
US6468544-B1,0.197230574499739,0.2848666736292494,0.1974155685453617,0.2856880099803178,0.99438202247191,-0.0001849940456227,-0.0008213363510684,0.20973782771535582,0.18164794007490637,0.06367041198501873
US7935676-B2,0.197230574499739,0.2848666736292494,0.1971265793438433,0.2854011326792105,0.99812734082397,0.0001039951558956,-0.000534459049961,0.6816479400749064,0.4288389513108614,0.5814606741573034
US9707292-B2,0.197230574499739,0.2848666736292494,0.1972224348316028,0.2844496451423571,0.99812734082397,8.13966813620337e-06,0.0004170284868922,0.5280898876404494,0.6835205992509363,0.5814606741573034
US7723500-B2,0.197230574499739,0.2848666736292494,0.1970679499624651,0.281898943811168,0.99812734082397,0.0001626245372738,0.0029677298180814,0.7752808988764045,0.9775280898876404,0.5814606741573034
US5874565-A,0.197230574499739,0.2848666736292494,0.1967069915311071,0.2849633590707051,0.99812734082397,0.0005235829686318,-9.668544145569058e-05,0.9232209737827716,0.5655430711610487,0.5814606741573034
US8420373-B2,0.197230574499739,0.2848666736292494,0.1972867216586455,0.2858881795077207,0.99812734082397,-5.614715890656097e-05,-0.0010215058784712,0.3707865168539326,0.14232209737827714,0.5814606741573034
WO2004000221-A3,0.197230574499739,0.2848666736292494,0.1975324604676651,0.2866519144177971,0.99812734082397,-0.0003018859679261,-0.0017852407885476,0.11610486891385768,0.060861423220973786,0.5814606741573034
US8734846-B2,0.197230574499739,0.2848666736292494,0.197083147554501,0.2860408461903407,0.99812734082397,0.0001474269452379,-0.0011741725610912,0.7640449438202247,0.10674157303370786,0.5814606741573034
US10130697-B2,0.197230574499739,0.2848666736292494,0.1969993576318444,0.2873257741979514,0.99812734082397,0.0002312168678945,-0.0024591005687019,0.8314606741573034,0.0299625468164794,0.5814606741573034
US11026964-B2,0.197230574499739,0.2848666736292494,0.1971012470011083,0.2825489036074692,0.99812734082397,0.0001293274986306,0.0023177700217801,0.7359550561797753,0.949438202247191,0.5814606741573034
US9944903-B2,0.197230574499739,0.2848666736292494,0.1970311105470945,0.2858273689544303,0.9906367041198502,0.0001994639526445,-0.0009606953251808,0.8108614232209738,0.14606741573033707,0.03277153558052434
US10493143-B2,0.197230574499739,0.2848666736292494,0.1968627661265303,0.283433585523912,0.99812734082397,0.0003678083732086,0.0014330881053373,0.8895131086142322,0.8651685393258427,0.5814606741573034
WO2005028658-A3,0.197230574499739,0.2848666736292494,0.1972523511653535,0.2856793097866559,0.99812734082397,-2.177666561453684e-05,-0.0008126361574064,0.4400749063670412,0.18445692883895132,0.5814606741573034
US7618797-B2,0.197230574499739,0.2848666736292494,0.197251455256242,0.2835449265547117,0.99812734082397,-2.0880756503055545e-05,0.0013217470745376,0.44288389513108617,0.8436329588014981,0.5814606741573034
US6811784-B2,0.197230574499739,0.2848666736292494,0.1972238002939355,0.2838800927435364,0.99812734082397,6.7742058035002994e-06,0.000986580885713,0.5205992509363296,0.8099250936329588,0.5814606741573034
US7452541-B2,0.197230574499739,0.2848666736292494,0.197285762646592,0.2835334422788687,0.99812734082397,-5.518814685306905e-05,0.0013332313503807,0.37453183520599254,0.849250936329588,0.5814606741573034
US8802644-B2,0.197230574499739,0.2848666736292494,0.1971472339357525,0.2849781059049316,0.99812734082397,8.33405639864282e-05,-0.0001114322756822,0.651685393258427,0.5636704119850188,0.5814606741573034
US9012214-B2,0.197230574499739,0.2848666736292494,0.1971389734004708,0.2843864531135984,0.99812734082397,9.160109926814596e-05,0.0004802205156509,0.6638576779026217,0.6985018726591761,0.5814606741573034
WO2008073148-A3,0.197230574499739,0.2848666736292494,0.1974176269254591,0.2839411428045865,0.99812734082397,-0.0001870524257201,0.0009255308246629,0.20786516853932585,0.7940074906367042,0.5814606741573034
US10370446-B2,0.197230574499739,0.2848666736292494,0.197527328434358,0.2821782024774797,0.99625468164794,-0.000296753934619,0.0026884711517696,0.1254681647940075,0.9662921348314607,0.11797752808988764
CN109477074-A,0.197230574499739,0.2848666736292494,0.1972417712446325,0.285439618271167,0.99812734082397,-1.1196744893499089e-05,-0.0005729446419175,0.46441947565543074,0.33146067415730335,0.5814606741573034
US8629151-B2,0.197230574499739,0.2848666736292494,0.1974072998332943,0.2806481620725813,0.99812734082397,-0.0001767253335553,0.004218511556668,0.22284644194756553,0.9962546816479401,0.5814606741573034
US9890363-B2,0.197230574499739,0.2848666736292494,0.1969840755241364,0.2831949367130273,0.99812734082397,0.0002464989756025,0.0016717369162221,0.8408239700374532,0.897003745318352,0.5814606741573034
US7105574-B1,0.197230574499739,0.2848666736292494,0.1972381916401991,0.2842754291144825,0.99812734082397,-7.617140460131067e-06,0.0005912445147668,0.4850187265917603,0.7331460674157303,0.5814606741573034
US7084266-B1,0.197230574499739,0.2848666736292494,0.1987845122304778,0.2878742351317312,0.9906367041198502,-0.0015539377307388,-0.0030075615024818,0.013108614232209739,0.020599250936329586,0.03277153558052434
US10201618-B2,0.197230574499739,0.2848666736292494,0.1972274390475922,0.2847057575935914,0.99812734082397,3.135452146724172e-06,0.0001609160356579,0.5046816479400749,0.6161048689138576,0.5814606741573034
WO2007126810-A2,0.197230574499739,0.2848666736292494,0.1972206114031898,0.2845458349465165,0.99812734082397,9.963096549159278e-06,0.0003208386827329,0.5327715355805244,0.6563670411985019,0.5814606741573034
WO2003024481-A3,0.197230574499739,0.2848666736292494,0.197539257617531,0.2854011326792105,0.99812734082397,-0.000308683117792,-0.000534459049961,0.10486891385767791,0.4288389513108614,0.5814606741573034
US9868693-B2,0.197230574499739,0.2848666736292494,0.1971774701685378,0.2839949403724554,0.99812734082397,5.310433120112035e-05,0.000871733256794,0.6198501872659176,0.7893258426966292,0.5814606741573034
EP1083232-B1,0.197230574499739,0.2848666736292494,0.2098102141700335,0.2998080336779637,0.9194756554307116,-0.0125796396702945,-0.0149413600487142,0.0018726591760299626,0.0018726591760299626,0.0018726591760299626
US10738355-B2,0.197230574499739,0.2848666736292494,0.1976190330937751,0.2867271884206262,0.99438202247191,-0.0003884585940361,-0.0018605147913767,0.07865168539325842,0.056179775280898875,0.06367041198501873
US7439347-B2,0.197230574499739,0.2848666736292494,0.1975303732556435,0.2814611702026626,0.99812734082397,-0.0002997987559045,0.0034055034265867,0.11797752808988764,0.9859550561797753,0.5814606741573034
WO2007044483-A3,0.197230574499739,0.2848666736292494,0.1972703627297614,0.2857763672007865,0.99812734082397,-3.978823002245835e-05,-0.000909693571537,0.40262172284644193,0.15636704119850187,0.5814606741573034
US6037456-A,0.197230574499739,0.2848666736292494,0.1973655478224436,0.2851509763314931,0.99812734082397,-0.0001349733227046,-0.0002843027022437,0.2752808988764045,0.5337078651685393,0.5814606741573034
US7267823-B2,0.197230574499739,0.2848666736292494,0.1973563757980432,0.2855078170039723,0.99812734082397,-0.0001258012983042,-0.0006411433747228,0.29213483146067415,0.26779026217228463,0.5814606741573034
