SourcePatent,CitedPatent
US11767515-B2,US20160361466-A1
US11767515-B2,US20160376557-A1
US11767515-B2,US20170002330-A1
US11767515-B2,US20170027994-A1
US11767515-B2,US20170035661-A1
US11767515-B2,US20170035784-A1
US11767515-B2,US20170037043-A1
US11767515-B2,US20170067014-A1
US11767515-B2,US20170101628-A1
US11767515-B2,US20170107469-A1
US11767515-B2,US20170107483-A1
US11767515-B2,US20170107498-A1
US11767515-B2,US20170128625-A1
US11767515-B2,US20170151049-A1
US11767515-B2,US20170152486-A1
US11767515-B2,US20170152528-A1
US11767515-B2,US20170184569-A1
US11767515-B2,US20170191030-A1
US11767515-B2,US20170198261-A1
US11767515-B2,US20170202885-A1
US11767515-B2,US20170204375-A1
US11767515-B2,US20170205396-A1
US11767515-B2,US20170205398-A1
US11767515-B2,US20170239262-A1
US11767515-B2,US20170240863-A1
US11767515-B2,US20170240866-A1
US11767515-B2,US20170240964-A1
US11767515-B2,US20170258772-A1
US11767515-B2,US20170260501-A1
US11767515-B2,US20170266145-A1
US11767515-B2,US20170267970-A1
US11767515-B2,US20170267977-A1
US11767515-B2,US20170275592-A1
US11767515-B2,US20170285002-A1
US11767515-B2,US20170292116-A1
US11767515-B2,US20170296621-A1
US11767515-B2,US20170304294-A1
US11767515-B2,US20170304369-A1
US11767515-B2,US20170319548-A1
US11767515-B2,US20170321188-A1
US11767515-B2,US20170321191-A1
US11767515-B2,US20170335283-A1
US11767515-B2,US20170342385-A1
US11767515-B2,US20170348433-A1
US11767515-B2,US20170349659-A1
US11767515-B2,US20170349884-A1
US11767515-B2,US20170360962-A1
US11767515-B2,US20170362573-A1
US11767515-B2,US20170362574-A1
US11767515-B2,US20180021341-A1
US11767515-B2,US20180030409-A1
US11767515-B2,US20180042970-A1
US11767515-B2,US20180043357-A1
US11767515-B2,US20180059119-A1
US11767515-B2,US20180112187-A1
US11767515-B2,US20180250410-A1
US11767515-B2,US20180258400-A1
US11767515-B2,US20190031992-A1
US11767515-B2,US20190078055-A1
US11767515-B2,US20190093076-A1
US11767515-B2,US20190153395-A1
US11767515-B2,US20190153397-A1
US11767515-B2,US20190298775-A1
US11767515-B2,US20190314387-A1
US11767515-B2,US20200040309-A1
US11767515-B2,US20200056157-A1
US11767515-B2,US20200190478-A1
US11767515-B2,US20200199537-A1
US11767515-B2,US20210008123-A1
US11767515-B2,US20210096126-A1
US11767515-B2,US20210115366-A1
US11767515-B2,US20210180026-A1
US11767515-B2,US20210189349-A1
US11767515-B2,US20210292714-A1
US11767515-B2,US20210324334-A1
US11767515-B2,US20220056420-A1
US11767515-B2,US20220090011-A1
US11767515-B2,US7291626-B1
US11767515-B2,US6607501-B2
US11767515-B2,US7160719-B2
US11767515-B2,US7326572-B2
US11767515-B2,US7510876-B2
US11767515-B2,US7514185-B2
US11767515-B2,US7541185-B2
US11767515-B2,US7625753-B2
US11767515-B2,US7695958-B2
US11767515-B2,US7704738-B2
US11767515-B2,US7727998-B2
US11767515-B2,US7776592-B2
US11767515-B2,US7927869-B2
US11767515-B2,US7985585-B2
US11767515-B2,US7993916-B2
US11767515-B2,US8187878-B2
US11767515-B2,US8216826-B2
US11767515-B2,US8216836-B2
US11767515-B2,US8298822-B2
US11767515-B2,US8318492-B2
US11767515-B2,US8501476-B2
US11767515-B2,US8586357-B2
US11767515-B2,US8603809-B2
US11767515-B2,US8609406-B2
US11767515-B2,US8609413-B2
US11767515-B2,US8623645-B2
US11767515-B2,US8632645-B2
US11767515-B2,US8633024-B2
US11767515-B2,US8642339-B2
US11767515-B2,US8647873-B2
US11767515-B2,US8658151-B2
US11767515-B2,US8685386-B2
US11767515-B2,US8685730-B2
US11767515-B2,US8758323-B2
US11767515-B2,US9127254-B2
US11767515-B2,US9133439-B2
US11767515-B2,US9181301-B2
US11767515-B2,US9200258-B2
US11767515-B2,US9206393-B2
US11767515-B2,US9234170-B2
US11767515-B2,US9334479-B2
US11767515-B2,US9375514-B2
US11767515-B2,US9381181-B2
US11767515-B2,US9394522-B2
US11767515-B2,US9446076-B2
US11767515-B2,US9447380-B2
US11767515-B2,US9476030-B2
US11767515-B2,US9499795-B2
US11767515-B2,US9605243-B2
US11767515-B2,US9616039-B2
US11767515-B2,US9618500-B2
US11767515-B2,US9650609-B2
US11767515-B2,US9675646-B2
US11767515-B2,US9677085-B2
US11767515-B2,US9719067-B2
US11767515-B2,US9719068-B2
US11767515-B2,US9732116-B2
US11767515-B2,US9752124-B2
US11767515-B2,US9763964-B2
US11767515-B2,US9765301-B2
US11767515-B2,US9771562-B2
US11767515-B2,US9790470-B2
US11767515-B2,US9828583-B2
US11767515-B2,US9849104-B2
US11767515-B2,US9850461-B2
US11767515-B2,US9856458-B2
US11767515-B2,US9878005-B2
US11767515-B2,US9914920-B2
US11767515-B2,US9926532-B2
US11767515-B2,US9938499-B2
US11767515-B2,US10000740-B2
US11767515-B2,US10023922-B2
US11767515-B2,US10045977-B2
US11767515-B2,US10047341-B2
US11767515-B2,US10052337-B2
US11767515-B2,US10087416-B2
US11767515-B2,US10087417-B2
US11767515-B2,US10100279-B2
US11767515-B2,US10130748-B2
US11767515-B2,US10172889-B2
US11767515-B2,US10174289-B2
US11767515-B2,US10179176-B2
US11767515-B2,US10220386-B2
US11767515-B2,US10222370-B2
US11767515-B2,US10260039-B2
US11767515-B2,US10265153-B2
US11767515-B2,US10265453-B2
US11767515-B2,US10301303-B2
US11767515-B2,US10350147-B2
US11767515-B2,US10369254-B2
US11767515-B2,US10407664-B2
US11767515-B2,US10426757-B2
US11767515-B2,US10449221-B2
US11767515-B2,US10472612-B2
US11767515-B2,US10479977-B2
US11767515-B2,US10487314-B2
US11767515-B2,US10532111-B2
US11767515-B2,US10538741-B2
US11767515-B2,US10545133-B2
US11767515-B2,US10555929-B2
US11767515-B2,US10668108-B2
US11767515-B2,US10781425-B2
US11767515-B2,US11053477-B2
US11767515-B2,US11066650-B2
US11767515-B2,WO1992007615-A1
US11767515-B2,WO1998021312-A1
US11767515-B2,WO2005001072-A1
US11767515-B2,WO2006126236-A1
US11767515-B2,WO2009086596-A1
US11767515-B2,WO2010094694-A1
US11767515-B2,WO2010127399-A1
US11767515-B2,WO2010143747-A1
US11767515-B2,WO2011050672-A1
US11767515-B2,WO2011116930-A1
US11767515-B2,WO2011139628-A1
US11767515-B2,WO2012027474-A1
US11767515-B2,WO2012089669-A1
US11767515-B2,WO2012154834-A1
US11767515-B2,WO2012155110-A1
US11767515-B2,WO2012166903-A1
US11767515-B2,WO2012178215-A1
US11767515-B2,WO2013067498-A1
US11767515-B2,WO2013086486-A1
US11767515-B2,WO2013086502-A1
US11767515-B2,WO2013127921-A1
US11767515-B2,WO2013155060-A1
US11767515-B2,WO2013174794-A1
US11767515-B2,WO2013192290-A1
US11767515-B2,WO2014018691-A1
US11767515-B2,WO2014048637-A1
US11767515-B2,WO2014053596-A1
US11767515-B2,WO2014062138-A1
US11767515-B2,WO2014082096-A1
US11767515-B2,WO2014090993-A1
US11767515-B2,WO2014127170-A1
US11767515-B2,WO2014151921-A1
US11767515-B2,WO2014153230-A1
US11767515-B2,WO2014153294-A1
US11767515-B2,WO2014159356-A1
US11767515-B2,WO2014173907-A1
US11767515-B2,WO2014197934-A1
US11767515-B2,WO2014199622-A1
US11767515-B2,WO2015060790-A1
US11767515-B2,WO2015075175-A1
US11767515-B2,WO2015076388-A1
US11767515-B2,WO2015108893-A1
US11767515-B2,WO2015123183-A1
US11767515-B2,WO2015129822-A1
US11767515-B2,WO2015130919-A1
US11767515-B2,WO2015135893-A1
US11767515-B2,WO2015152954-A1
US11767515-B2,WO2015156929-A1
US11767515-B2,WO2015157163-A1
US11767515-B2,WO2015168022-A1
US11767515-B2,WO2015173425-A1
US11767515-B2,WO2015184273-A1
US11767515-B2,WO2015185714-A1
US11767515-B2,WO2015196012-A1
US11767515-B2,WO2015200901-A1
US11767515-B2,WO2016011377-A1
US11767515-B2,WO2016015158-A1
US11767515-B2,WO2016030525-A1
US11767515-B2,WO2016033163-A1
US11767515-B2,WO2016056999-A1
US11767515-B2,WO2016057571-A1
US11767515-B2,WO2016061464-A1
US11767515-B2,WO2016083612-A1
US11767515-B2,WO2016085765-A1
US11767515-B2,WO2016094948-A1
US11767515-B2,WO2016103002-A1
US11767515-B2,WO2016103269-A1
US11767515-B2,WO2016121512-A1
US11767515-B2,WO2016140716-A1
US11767515-B2,WO2016141137-A1
US11767515-B2,WO2016144769-A1
US11767515-B2,WO2016164413-A1
US11767515-B2,WO2016168950-A1
US11767515-B2,WO2016174604-A1
US11767515-B2,WO2016176208-A1
US11767515-B2,WO2016183143-A1
US11767515-B2,WO2016207621-A1
US11767515-B2,WO2016210313-A1
US11767515-B2,WO2017009263-A1
US11767515-B2,WO2017036533-A1
US11767515-B2,WO2017037295-A1
US11767515-B2,WO2017041041-A1
US11767515-B2,WO2017048193-A1
US11767515-B2,WO2017048322-A1
US11767515-B2,WO2017049243-A1
US11767515-B2,WO2017059171-A1
US11767515-B2,WO2017060884-A1
US11767515-B2,WO2017066507-A1
US11767515-B2,WO2017066659-A1
US11767515-B2,WO2017070224-A1
US11767515-B2,WO2017070337-A1
US11767515-B2,WO2017070471-A1
US11767515-B2,WO2017070506-A1
US11767515-B2,WO2017075389-A1
US11767515-B2,WO2017077535-A1
US11767515-B2,WO2017079632-A1
US11767515-B2,WO2017083705-A1
US11767515-B2,WO2017096192-A1
US11767515-B2,WO2017112901-A1
US11767515-B2,WO2017115982-A1
US11767515-B2,WO2017117333-A1
US11767515-B2,WO2017117547-A1
US11767515-B2,WO2017117571-A1
US11767515-B2,WO2017120543-A1
US11767515-B2,WO2017121754-A1
US11767515-B2,WO2017123791-A1
US11767515-B2,WO2017136479-A1
US11767515-B2,WO2017139455-A1
US11767515-B2,WO2017139638-A1
US11767515-B2,WO2017142069-A1
US11767515-B2,WO2017143100-A1
US11767515-B2,WO2017149025-A1
US11767515-B2,WO2017153992-A1
US11767515-B2,WO2017160234-A1
US11767515-B2,WO2017160671-A1
US11767515-B2,WO2017172638-A1
US11767515-B2,WO2017174609-A1
US11767515-B2,WO2017175876-A1
US11767515-B2,WO2017176810-A1
US11767515-B2,WO2017184586-A1
US11767515-B2,WO2017192997-A1
US11767515-B2,WO2017205511-A1
US11767515-B2,WO2017218287-A1
US11767515-B2,WO2017220586-A1
US11767515-B2,WO2018011558-A1
US11767515-B2,WO2018019704-A1
US11767515-B2,WO2018026947-A1
US11767515-B2,WO2018027023-A1
US11767515-B2,WO2018027112-A1
US11767515-B2,WO2018035574-A1
US11767515-B2,WO2018038042-A1
US11767515-B2,WO2018044685-A1
US11767515-B2,WO2018044885-A1
US11767515-B2,WO2018044940-A1
US11767515-B2,WO2018085615-A1
US11767515-B2,WO2018085622-A1
US11767515-B2,WO2018085623-A1
US11767515-B2,WO2018094522-A1
US11767515-B2,WO2018106628-A1
US11767515-B2,WO2018115852-A1
US11767515-B2,WO2018191673-A1
US11767515-B2,WO2018197544-A1
US11767515-B2,WO2018200481-A1
US11767515-B2,WO2018226267-A1
US11767515-B2,WO2019074793-A1
US11767515-B2,WO2019126626-A1
US11767515-B2,WO2020023245-A1
US11767515-B2,WO2020056158-A1
US11767515-B2,WO2020069285-A1
US11767515-B2,WO1999049807-A2
US11767515-B2,WO2003082201-A2
US11767515-B2,WO2005081970-A2
US11767515-B2,WO2005097974-A2
US11767515-B2,WO2005113747-A2
US11767515-B2,WO2008075339-A2
US11767515-B2,WO2009022907-A2
US11767515-B2,WO2009146911-A2
US11767515-B2,WO2010008905-A2
US11767515-B2,WO2010090513-A2
US11767515-B2,WO2011140441-A2
US11767515-B2,WO2012014076-A2
US11767515-B2,WO2012118799-A2
US11767515-B2,WO2012168930-A2
US11767515-B2,WO2013040087-A2
US11767515-B2,WO2013093812-A2
US11767515-B2,WO2013096741-A2
US11767515-B2,WO2014013334-A2
US11767515-B2,WO2014182885-A2
US11767515-B2,WO2015021358-A2
US11767515-B2,WO2015138032-A2
US11767515-B2,WO2015183920-A2
US11767515-B2,WO2015184375-A2
US11767515-B2,WO2016073989-A2
US11767515-B2,WO2016083613-A2
US11767515-B2,WO2016193441-A2
US11767515-B2,WO2016210416-A2
US11767515-B2,WO2017070007-A2
US11767515-B2,WO2017136462-A2
US11767515-B2,WO2018044937-A2
CN110291188-A,CN1703508-A
CN110291188-A,US20110286985-A1
US2020131482-A1,US20100028849-A1
EP4074818-A3,US20110286985-A1
EP4074818-A3,WO2011039161-A1
CN110268056-A,CN101037669-A
CN110268056-A,CN101148656-A
CN110268056-A,CN101914484-A
CN110268056-A,CN103857787-A
CN110268056-A,CN105209605-A
CN110268056-A,US20160002595-A1
EP3545087-A4,US20140274802-A1
EP3545087-A4,WO2016064648-A1
US11492595-B2,US20150253309-A1
US11492595-B2,US11096388-B2
US11492595-B2,EP2412800-A1
US11492595-B2,JP2016512964-A1
US11492595-B2,JP2016514032-A1
US11492595-B2,US20140274802-A1
US11492595-B2,US20140289877-A1
US11492595-B2,WO2014098603-A1
US11492595-B2,WO2014127170-A1
US11492595-B2,WO2014153004-A1
US11492595-B2,WO2016064648-A1
US11492595-B2,WO2016161941-A1
US11492595-B2,WO2017048193-A1
WO2018091677-A1,US20120196312-A1
WO2018091677-A1,WO2014159356-A1
WO2018091677-A1,WO2016123474-A1
WO2018091677-A1,JP2014138605-A
WO2018091677-A1,US20110171712-A1
CN110249044-A,CN105358677-A
CN110249044-A,US20120196312-A1
CN110249044-A,WO2016123474-A1
US2019284517-A1,US5942443-A
US2019284517-A1,US20090050538-A1
EP3540042-A4,EP191257-A
EP3540042-A4,EP2165764-A1
EP3540042-A4,WO1993019827-A1
EP3540042-A4,WO2009146911-A2
EP3540042-A4,WO2013012188-A2
US11692160-B2,US5942443-A
US11692160-B2,US20090050538-A1
US11692160-B2,EP2165764-A1
US11692160-B2,KR2007033685-A1
US11692160-B2,KR2013011101-A1
US11692160-B2,KR2016006167-A1
US11692160-B2,KR2016008842-A1
US11692160-B2,KR2016018200-A1
US11692160-B2,US20020106786-A1
US11692160-B2,US20140141514-A1
US11692160-B2,US20150284668-A1
US11692160-B2,US20160038939-A1
US11692160-B2,WO2014159356-A1
US11692160-B2,WO2013012188-A2
US11692160-B2,WO2009146911-A3
CN110381967-A,CN103237888-A
CN110381967-A,EP2393917-B1
CN110381967-A,US20130189327-A1
CN110381967-A,US20160237400-A1
CN110381967-A,US20160312191-A1
CN110381967-A,WO2010094694-A1
CN110381967-A,WO2015183920-A2
EP3534919-A4,WO2011116930-A1
EP3534919-A4,WO2016056999-A1
CN110382012-A,CA2968065-A1
CN110382012-A,CN101600461-A
CN110382012-A,CN104387451-A
CN110382012-A,US20150290154-A1
CN110382012-A,WO2015185714-A1
CN110382012-A,WO2016164413-A1
CN110382012-A,WO2016176208-A1
US11180735-B2,US20100047853-A1
US11180735-B2,US20120321666-A1
US11180735-B2,US10704026-B2
US11180735-B2,US20030166274-A1
US11180735-B2,US20040023415-A1
US11180735-B2,US20040175367-A1
US11180735-B2,US20050256036-A1
US11180735-B2,US8642339-B2
US11180735-B2,US9464275-B2
US11180735-B2,WO2003023018-A2
US11180735-B2,WO2006136953-A2
US11180735-B2,WO2008088524-A2
US11180735-B2,WO2010090513-A2
CN107970435-B,CN104531611-A
CN107970435-B,WO2012014076-A3
EP3525584-A4,WO2016064648-A1
EP3525584-A4,WO2017059171-A1
US2021324311-A1,US20100159590-A1
EP3525584-B1,US20110287470-A1
EP3525584-B1,US20120089238-A1
EP3525584-B1,WO2016064648-A1
EP4253956-A3,WO2016064648-A1
EP4253956-A3,WO2016100227-A1
EP4253956-A3,WO2017059171-A1
US2019345439-A1,US20030088885-A1
US2019345439-A1,US20070087435-A1
US2019345439-A1,US20140154735-A1
EP3512935-A4,WO2013086502-A1
EP3512935-B1,US20140038279-A1
EP3512935-B1,WO2013086502-A1
GB2570593-B,US20120028355-A1
GB2570593-B,US20140038279-A1
GB2570593-B,WO2017136462-A2
WO2018050862-A1,WO2016103002-A1
WO2018050862-A1,WO2016141137-A1
WO2018050862-A1,US20110171712-A1
US2020010797-A1,US20170283766-A1
EP3515600-B1,US20110171712-A1
EP3515600-B1,WO2016103002-A1
EP3515600-B1,WO2016141137-A1
WO2018051283-A1,DE102014102215-A1
WO2018051283-A1,US20140126046-A1
WO2018051283-A1,US8315476-B1
WO2018051283-A1,WO2016071033-A1
WO2018051283-A1,US7936392-B2
WO2018051283-A1,US8717489-B2
WO2018051283-A1,US9134521-B2
CN109716199-A,DE102014102215-A1
CN109716199-A,US20140126046-A1
CN109716199-A,US8315476-B1
CN109716199-A,WO2016071033-A1
US10690898-B2,US20130286181-A1
US10690898-B2,US20150098126-A1
US10690898-B2,US20150185460-A1
US10690898-B2,US20160041099-A1
US10690898-B2,US20160153892-A1
US10690898-B2,US20160363752-A1
US10690898-B2,US20170068080-A1
US10690898-B2,US20170068083-A1
US10690898-B2,US20190212536-A1
US10690898-B2,US9201011-B2
US10690898-B2,DE102005027077-A1
US10690898-B2,DE102014102215-A1
US10690898-B2,US20140126046-A1
US10690898-B2,US8315476-B1
US10690898-B2,US7936392-B2
US10690898-B2,US8395696-B2
US10690898-B2,US8547475-B2
US10690898-B2,US8619177-B2
US10690898-B2,US8698944-B2
US10690898-B2,US8717489-B2
US10690898-B2,US9134521-B2
US10690898-B2,US9239454-B2
US10690898-B2,WO2016071033-A1
CN110035778-A,US6150164-A
CN110035778-A,US20060286078-A1
CN110035778-A,US20140074007-A1
CN110035778-A,US20150076066-A1
CN110035778-A,WO2015069619-A1
CN110035778-B,US6150164-A
CN110035778-B,US20060286078-A1
CN110035778-B,US20140074007-A1
CN110035778-B,US20150076066-A1
CN110035778-B,WO2015069619-A1
US11559607-B2,US5549674-A
US11559607-B2,US6150164-A
US11559607-B2,US20040024342-A1
US11559607-B2,US20060286078-A1
US11559607-B2,US20140074007-A1
US11559607-B2,US20150076066-A1
US11559607-B2,US20180214614-A1
US11559607-B2,WO2015069619-A1
US11559607-B2,US4817600-A
US11559607-B2,US5059205-A
US11559607-B2,US5741334-A
US11559607-B2,US20030118559-A1
US11559607-B2,US20030119184-A1
US11559607-B2,US20040124147-A1
US11559607-B2,US20060213836-A1
US11559607-B2,US20070269489-A1
US11559607-B2,US20080112995-A1
US11559607-B2,US20120058174-A1
US11559607-B2,US20160287756-A1
US11559607-B2,US6561997-B1
US11559607-B2,US6582955-B2
US11559607-B2,US6913588-B2
US11559607-B2,US7048856-B2
US11559607-B2,US7540963-B2
US11559607-B2,US8048419-B2
US11559607-B2,WO2003020104-A1
US11559607-B2,WO2004024300-A1
US11559607-B2,WO2016141137-A1
US11559607-B2,WO2016179242-A1
US11559607-B2,WO2018048900-A1
US11559607-B2,WO2006138537-A2
US11559607-B2,WO2007092735-A3
US11559607-B2,WO2000064510-A9
US11414691-B2,WO2015196012-A1
EP3507360-A4,WO2018044937-A2
US2019203179-A1,US4999376-A
EP3504321-A4,US20140220555-A1
EP3504321-A4,WO2014085933-A1
EP3504321-A4,WO2015004539-A2
CN109661460-A,CN102439135-A
CN109661460-A,CN103502426-A
CN109661460-A,CN105026552-A
CN109661460-A,KR2014037210-A
CN109661460-A,WO2014132933-A1
US2020087617-A1,US20140243227-A1
EP3505620-A4,EP3418376-A1
EP3505620-A4,WO2017059449-A1
EP3493846-A4,EP2357003-A2
EP3493846-A4,WO2008023946-A1
EP3493846-A4,WO2008046529-A1
US11464874-B2,US20110171290-A1
US11464874-B2,US20160194639-A1
US11464874-B2,US20200345854-A1
US11464874-B2,EP2357003-A2
US11464874-B2,US20140120117-A1
US11464874-B2,US8138313-B2
US11464874-B2,WO2007114550-A1
US11464874-B2,WO2008023946-A1
US11464874-B2,WO2008046529-A1
US11464874-B2,WO2011146382-A1
US11464874-B2,WO2014093701-A1
US11464874-B2,WO2015042303-A1
US11464874-B2,WO2008151819-A2
US11464874-B2,WO2014165825-A2
US11464874-B2,WO2015048577-A2
US2019187129-A1,US20150282885-A1
EP3494213-A4,WO2016100695-A1
US11230702-B2,US20140127800-A1
US11230702-B2,US20170370908-A1
US11230702-B2,US20090208466-A1
US11230702-B2,US20100021437-A1
US11230702-B2,US20110053207-A1
US11230702-B2,US20120015395-A1
US11230702-B2,US20120089238-A1
US11230702-B2,US20140038279-A1
US11230702-B2,US20140206028-A1
US11230702-B2,US20180298331-A1
US11230702-B2,US7051654-B2
US11230702-B2,US7731988-B2
US11230702-B2,US8409624-B2
US11230702-B2,US8691279-B2
US11230702-B2,US8754564-B2
US11230702-B2,US8808730-B2
US11230702-B2,US8815277-B2
