node,networkEfficiency_before,Connectivity_before,ClusteringCoefficient_before,networkEfficiency_after,Connectivity_after,ClusteringCoefficient_after,efficiency_change,connectivity_change,clustering_change
US10155031-B2,0.33506350684971675,1.0,0.3503276975037026,0.33624518391427094,1.0,0.36050758863205395,-0.0011816770645541874,0.0,-0.010179891128351382
US11458195-B2,0.33506350684971675,1.0,0.3503276975037026,0.3355632186502894,1.0,0.3490479568184398,-0.000499711800572622,0.0,0.0012797406852627646
US9655955-B2,0.33506350684971675,1.0,0.3503276975037026,0.3372173058013742,1.0,0.3488525769770423,-0.0021537989516574596,0.0,0.0014751205266602674
CN103608033-B,0.33506350684971675,1.0,0.3503276975037026,0.3371284465113455,1.0,0.3463482965966557,-0.0020649396616287397,0.0,0.003979400907046848
US8802644-B2,0.33506350684971675,1.0,0.3503276975037026,0.3372601363554247,1.0,0.3534279426143548,-0.0021966295057079255,0.0,-0.003100245110652211
US10493143-B2,0.33506350684971675,1.0,0.3503276975037026,0.33188117060983463,1.0,0.34300266260909884,0.003182336239882122,0.0,0.0073250348946037325
US10117920-B2,0.33506350684971675,1.0,0.3503276975037026,0.33572124646318424,1.0,0.34597934401531377,-0.0006577396134674895,0.0,0.004348353488388801
US11241493-B2,0.33506350684971675,1.0,0.3503276975037026,0.3350304391668154,1.0,0.3481911931298177,3.306768290134432e-05,0.0,0.002136504373884851
WO2011015347-A1,0.33506350684971675,1.0,0.3503276975037026,0.334522116368669,1.0,0.3490972192570828,0.0005413904810477321,0.0,0.0012304782466197595
EP3718565-B1,0.33506350684971675,1.0,0.3503276975037026,0.3356625504183948,1.0,0.3535773507283647,-0.0005990435686780704,0.0,-0.0032496532246621412
US9872900-B2,0.33506350684971675,1.0,0.3503276975037026,0.3266442417675024,1.0,0.3531188431433638,0.008419265082214356,0.0,-0.0027911456396612078
US11872278-B2,0.33506350684971675,1.0,0.3503276975037026,0.32737436788874713,0.0,0.34657079691359516,0.0076891389609696215,1.0,0.003756900590107415
US7704720-B2,0.33506350684971675,1.0,0.3503276975037026,0.321019298863806,1.0,0.3534159561758843,0.014044207985910773,0.0,-0.0030882586721817096
US10064935-B2,0.33506350684971675,1.0,0.3503276975037026,0.3316441288904924,1.0,0.34943464301751315,0.003419377959224368,0.0,0.0008930544861894263
US10449244-B2,0.33506350684971675,1.0,0.3503276975037026,0.33180215670338736,1.0,0.342137698843321,0.0032613501463293892,0.0,0.008189998660381559
US9234013-B2,0.33506350684971675,1.0,0.3503276975037026,0.33481484407922296,1.0,0.3480243003920614,0.0002486627704937905,0.0,0.002303397111641181
US11266735-B2,0.33506350684971675,1.0,0.3503276975037026,0.33566781801215834,1.0,0.35516314997163406,-0.0006043111624415842,0.0,-0.004835452467931489
US10172935-B2,0.33506350684971675,1.0,0.3503276975037026,0.33395411127711827,1.0,0.35596981148865303,0.0011093955725984816,0.0,-0.005642113984950459
EP3292873-B1,0.33506350684971675,1.0,0.3503276975037026,0.33566255041839504,1.0,0.3535773507283647,-0.0005990435686782924,0.0,-0.0032496532246621412
US9155788-B2,0.33506350684971675,1.0,0.3503276975037026,0.31459838360122816,0.0,0.31500206171059797,0.020465123248488593,1.0,0.035325635793104604
EP1905844-A2,0.33506350684971675,1.0,0.3503276975037026,0.2597365199767226,0.0,0.3510868264703252,0.07532698687299416,1.0,-0.0007591289666226131
WO2010066418-A1,0.33506350684971675,1.0,0.3503276975037026,0.33699675666726636,1.0,0.352248001611405,-0.0019332498175496093,0.0,-0.0019203041077024419
US7312064-B2,0.33506350684971675,1.0,0.3503276975037026,0.33794366935564535,1.0,0.3534279426143548,-0.0028801625059285962,0.0,-0.003100245110652211
US6033886-A,0.33506350684971675,1.0,0.3503276975037026,0.3366781926634941,1.0,0.3534279426143548,-0.001614685813777328,0.0,-0.003100245110652211
US11207398-B2,0.33506350684971675,1.0,0.3503276975037026,0.33364054692673323,1.0,0.34742889640295904,0.0014229599229835244,0.0,0.002898801100743531
US7465574-B2,0.33506350684971675,1.0,0.3503276975037026,0.33649213372664527,1.0,0.35106806060845513,-0.0014286268769285182,0.0,-0.0007403631047525616
US10022435-B2,0.33506350684971675,1.0,0.3503276975037026,0.3317555008729135,1.0,0.35941665944338874,0.003308005976803252,0.0,-0.009088961939686169
US10925958-B2,0.33506350684971675,1.0,0.3503276975037026,0.3321182123291775,1.0,0.34202544529931833,0.0029452945205392655,0.0,0.008302252204384242
US11541113-B2,0.33506350684971675,1.0,0.3503276975037026,0.3335615330202857,1.0,0.34727576371696756,0.0015019738294310692,0.0,0.003051933786735017
US10933127-B2,0.33506350684971675,1.0,0.3503276975037026,0.3313897793630705,1.0,0.35511732111090355,0.003673727486646239,0.0,-0.004789623607200977
US2017143631-A1,0.33506350684971675,1.0,0.3503276975037026,0.3363347330082449,1.0,0.35460788361730466,-0.0012712261585281492,0.0,-0.004280186113602091
US11696946-B2,0.33506350684971675,1.0,0.3503276975037026,0.3329952666907451,1.0,0.34693031004841257,0.002068240158971668,0.0,0.003397387455290002
US10434154-B2,0.33506350684971675,1.0,0.3503276975037026,0.3353201568237898,1.0,0.3536099294827533,-0.00025664997407304213,0.0,-0.0032822319790507537
US10702599-B2,0.33506350684971675,1.0,0.3503276975037026,0.33305584401902144,1.0,0.35374306787243537,0.0020076628306953115,0.0,-0.003415370368732795
US11872280-B2,0.33506350684971675,1.0,0.3503276975037026,0.33367215248931226,1.0,0.35527993965241084,0.0013913543604044953,0.0,-0.0049522421487082635
US9770463-B2,0.33506350684971675,1.0,0.3503276975037026,0.3379876286797882,1.0,0.3534279426143548,-0.0029241218300714578,0.0,-0.003100245110652211
WO2006004648-A1,0.33506350684971675,1.0,0.3503276975037026,0.33304800533782647,0.0,0.3546921651175154,0.002015501511890283,1.0,-0.004364467613812817
US11576961-B2,0.33506350684971675,1.0,0.3503276975037026,0.3332981533321272,1.0,0.34739601949085835,0.0017653535175895518,0.0,0.002931678012844219
US11779659-B2,0.33506350684971675,1.0,0.3503276975037026,0.30835678666746763,0.0,0.3482457888911632,0.026706720182249122,1.0,0.0020819086125393738
US11596686-B2,0.33506350684971675,1.0,0.3503276975037026,0.33430426374089234,1.0,0.3488388536421321,0.0007592431088244145,0.0,0.001488843861570499
US11911453-B2,0.33506350684971675,1.0,0.3503276975037026,0.3331401255192321,1.0,0.3477841247882679,0.0019233813304846414,0.0,0.00254357271543465
US8968746-B2,0.33506350684971675,1.0,0.3503276975037026,0.2850777848012342,0.0,0.3496908397229556,0.04998572204848256,1.0,0.0006368577807469578
US6146642-A,0.33506350684971675,1.0,0.3503276975037026,0.3123969359233306,0.0,0.3494245713543464,0.02266657092638613,1.0,0.0009031261493561704
US6669943-B1,0.33506350684971675,1.0,0.3503276975037026,0.33759324895149617,1.0,0.3534279426143548,-0.0025297421017794197,0.0,-0.003100245110652211
US11110157-B2,0.33506350684971675,1.0,0.3503276975037026,0.3355632186502896,1.0,0.34904795681843986,-0.000499711800572844,0.0,0.0012797406852627091
US6951754-B2,0.33506350684971675,1.0,0.3503276975037026,0.3313727223927901,0.0,0.3549028688680422,0.0036907844569266657,1.0,-0.004575171364339603
EP2010659-A2,0.33506350684971675,1.0,0.3503276975037026,0.33748124987457867,1.0,0.3534279426143548,-0.002417743024861918,0.0,-0.003100245110652211
US12194089-B2,0.33506350684971675,1.0,0.3503276975037026,0.33414623592799725,1.0,0.34046752978408257,0.0009172709217195041,0.0,0.009860167719620005
EP3608308-A1,0.33506350684971675,1.0,0.3503276975037026,0.3356076169405793,1.0,0.3540386138351797,-0.0005441100908625263,0.0,-0.003710916331477132
US11197927-B2,0.33506350684971675,1.0,0.3503276975037026,0.33364054692673323,1.0,0.34742889640295904,0.0014229599229835244,0.0,0.002898801100743531
US10738355-B2,0.33506350684971675,1.0,0.3503276975037026,0.33333437659053683,1.0,0.32687927004798323,0.001729130259179923,0.0,0.023448427455719345
US10124055-B2,0.33506350684971675,1.0,0.3503276975037026,0.33188117060983485,1.0,0.3510499087440782,0.0031823362398819,0.0,-0.0007222112403756364
US6060308-A,0.33506350684971675,1.0,0.3503276975037026,0.3282292003017362,0.0,0.3525429868621424,0.006834306547980562,1.0,-0.0022152893584398425
US9005961-B2,0.33506350684971675,1.0,0.3503276975037026,0.3367087321654305,1.0,0.3537229278650923,-0.0016452253157137608,0.0,-0.003395230361389723
US10434158-B2,0.33506350684971675,1.0,0.3503276975037026,0.33564223255673703,1.0,0.34188402930053,-0.0005787257070202778,0.0,0.00844366820317255
US7588768-B2,0.33506350684971675,1.0,0.3503276975037026,0.3334132251720739,0.0,0.3537229278650923,0.001650281677642862,1.0,-0.003395230361389723
US9974845-B2,0.33506350684971675,1.0,0.3503276975037026,0.33572124646318446,1.0,0.34597934401531377,-0.0006577396134677116,0.0,0.004348353488388801
US10383937-B2,0.33506350684971675,1.0,0.3503276975037026,0.3338775886460758,1.0,0.3489481031042312,0.0011859182036409455,0.0,0.0013795943994713844
EP1083232-B1,0.33506350684971675,1.0,0.3503276975037026,0.33427190566491877,1.0,0.35250368829378326,0.0007916011847979854,0.0,-0.002175990790080684
US7205013-B2,0.33506350684971675,1.0,0.3503276975037026,0.3371547217707125,1.0,0.355492839369517,-0.002091214920995732,0.0,-0.005165141865814404
WO2006116458-A2,0.33506350684971675,1.0,0.3503276975037026,0.33636652669917244,1.0,0.3544814613669886,-0.0013030198494556888,0.0,-0.004153763863286031
US9295717-B2,0.33506350684971675,1.0,0.3503276975037026,0.3355176915899081,1.0,0.3535773507283647,-0.00045418474019132127,0.0,-0.0032496532246621412
EP3886897-A1,0.33506350684971675,1.0,0.3503276975037026,0.33566255041839504,1.0,0.3535773507283647,-0.0005990435686782924,0.0,-0.0032496532246621412
US11406703-B2,0.33506350684971675,1.0,0.3503276975037026,0.3329557597375213,1.0,0.34597359925002924,0.0021077471121954683,0.0,0.004354098253673333
US10716846-B2,0.33506350684971675,1.0,0.3503276975037026,0.3337195608331808,1.0,0.3499273942845035,0.0013439460165359796,0.0,0.00040030321919909406
US11918643-B2,0.33506350684971675,1.0,0.3503276975037026,0.33340877280115383,1.0,0.34671598639819207,0.0016547340485629225,0.0,0.0036117111055105067
US10709779-B2,0.33506350684971675,1.0,0.3503276975037026,0.33213213382698,1.0,0.3373963914392885,0.002931373022736772,0.0,0.012931306064414061
WO2021213924-A1,0.33506350684971675,1.0,0.3503276975037026,0.3349909322135919,1.0,0.3480858412545544,7.257463612486692e-05,0.0,0.0022418562491481886
US11643441-B1,0.33506350684971675,1.0,0.3503276975037026,0.33345618114502285,1.0,0.3480951405019992,0.0016073257046939071,0.0,0.0022325570017033836
